order_id,order_date,ship_date,ship_mode,customer_id,product_id,sales,quantity,discount,profit,profit_margin,category,sub_category,description,unit_cost,days_to_ship,order_year,order_month_no,order_day,order_day_name,margin_category
IN-2020-55737,2020-11-02,2020-02-15,Standard Class,MY-18295,TEC-MA-10000768,505.08,3,0.0,15.12,0.03,Technology,Machines,"Epson Card Printer, White",163.32,-261,2020,11,0,Monday,Low
ID-2020-43711,2020-11-08,2020-11-08,Same Day,BE-11410,TEC-MA-10000768,558.9552,4,0.17,-94.3248,-0.17,Technology,Machines,"Epson Card Printer, White",163.32,0,2020,11,6,Sunday,Low
IN-2022-55296,2022-08-12,2022-12-12,Standard Class,WB-21850,TEC-MA-10000772,521.82,6,0.0,15.48,0.03,Technology,Machines,"Okidata Phone, Durable",84.39,122,2022,8,4,Friday,Low
IN-2022-52412,2022-02-10,2022-06-10,Second Class,SC-20020,TEC-MA-10000776,156.87,3,0.0,39.15,0.25,Technology,Machines,"Okidata Calculator, Wireless",39.24,120,2022,2,3,Thursday,Medium
IN-2019-60322,2019-12-08,2019-08-17,Second Class,MV-18190,TEC-MA-10000776,156.87,3,0.0,39.15,0.25,Technology,Machines,"Okidata Calculator, Wireless",39.24,-113,2019,12,6,Sunday,Medium
IN-2020-82841,2020-11-05,2020-12-05,Same Day,GW-14605,TEC-MA-10000843,166.68,2,0.0,30.0,0.18,Technology,Machines,"Konica Phone, Red",68.34,30,2020,11,3,Thursday,Medium
IN-2022-82736,2022-11-07,2022-07-15,Standard Class,EB-13705,TEC-MA-10000858,529.8,2,0.0,68.82,0.13,Technology,Machines,"Panasonic Printer, White",230.49,-115,2022,11,0,Monday,Medium
IN-2022-35003,2022-09-26,2022-09-29,Second Class,BE-11335,TEC-MA-10000868,152.712,2,0.1,-13.608,-0.09,Technology,Machines,"Panasonic Phone, Wireless",83.16,3,2022,9,0,Monday,Low
ID-2019-58670,2019-07-01,2019-11-01,Standard Class,MS-17365,TEC-MA-10000868,445.41,7,0.25,-136.71,-0.31,Technology,Machines,"Panasonic Phone, Wireless",83.16,123,2019,7,0,Monday,Low
IN-2019-10286,2019-12-18,2019-12-21,First Class,PB-19210,TEC-MA-10000964,148.32,3,0.0,68.22,0.46,Technology,Machines,"Okidata Calculator, Red",26.7,3,2019,12,2,Wednesday,High
ID-2021-38748,2021-06-25,2021-06-29,Standard Class,MJ-17740,TEC-MA-10001127,770.85,5,0.5,-447.15,-0.58,Technology,Machines,"Epson Inkjet, Wireless",243.6,4,2021,6,4,Friday,Low
ID-2022-81378,2022-10-22,2022-10-22,Same Day,EJ-14155,TEC-MA-10001128,194.292,2,0.4,-3.288,-0.02,Technology,Machines,"StarTech Card Printer, White",98.79,0,2022,10,5,Saturday,Low
ID-2020-86957,2020-03-24,2020-03-29,Standard Class,BM-11785,TEC-MA-10001248,724.536,4,0.4,-471.024,-0.65,Technology,Machines,"StarTech Inkjet, Wireless",298.89,5,2020,3,1,Tuesday,Low
IN-2020-78886,2020-01-06,2020-05-06,Second Class,SL-20155,TEC-MA-10001259,896.76,3,0.0,403.47,0.45,Technology,Machines,"StarTech Inkjet, White",164.43,121,2020,1,0,Monday,High
IN-2022-66965,2022-04-16,2022-04-21,Standard Class,EG-13900,TEC-MA-10001261,1687.392,7,0.1,674.772,0.4,Technology,Machines,"Konica Printer, Wireless",144.66,5,2022,4,5,Saturday,High
IN-2021-26148,2021-01-10,2021-01-10,Same Day,VM-21685,TEC-MA-10001261,803.52,3,0.0,369.54,0.46,Technology,Machines,"Konica Printer, Wireless",144.66,0,2021,1,6,Sunday,High
IN-2022-30880,2022-09-10,2022-11-10,Second Class,LT-16765,TEC-MA-10001261,535.68,2,0.0,246.36,0.46,Technology,Machines,"Konica Printer, Wireless",144.66,61,2022,9,5,Saturday,High
IN-2019-50361,2019-07-28,2019-01-08,Standard Class,MC-17845,TEC-MA-10001267,72.3096,2,0.17,7.8096,0.11,Technology,Machines,"Epson Calculator, Red",32.25,-201,2019,7,6,Sunday,Medium
ID-2022-53875,2022-07-05,2022-05-13,Standard Class,ML-18265,TEC-MA-10001267,43.56,2,0.5,-20.94,-0.48,Technology,Machines,"Epson Calculator, Red",32.25,-53,2022,7,1,Tuesday,Low
ID-2022-30418,2022-10-14,2022-10-14,Same Day,SF-20965,TEC-MA-10001296,22.41,1,0.5,-16.59,-0.74,Technology,Machines,"Epson Calculator, White",39.0,0,2022,10,4,Friday,Low
IN-2021-44285,2021-06-09,2021-10-09,Standard Class,SJ-20215,TEC-MA-10001296,40.338,1,0.1,1.338,0.03,Technology,Machines,"Epson Calculator, White",39.0,122,2021,6,2,Wednesday,Low
ID-2022-67581,2022-07-08,2022-09-08,First Class,JP-15520,TEC-MA-10001308,668.8638,3,0.17,-32.2362,-0.05,Technology,Machines,"Okidata Printer, Durable",233.7,62,2022,7,4,Friday,Low
ID-2020-46357,2020-08-23,2020-08-26,Second Class,BT-11530,TEC-MA-10001308,483.516,3,0.4,-217.584,-0.45,Technology,Machines,"Okidata Printer, Durable",233.7,3,2020,8,6,Sunday,Low
IN-2019-14983,2019-11-10,2019-10-17,Standard Class,GH-14485,TEC-MA-10001311,1050.48,4,0.0,94.44,0.09,Technology,Machines,"Epson Printer, Wireless",239.01,-24,2019,11,6,Sunday,Low
ID-2021-80552,2021-07-13,2021-07-18,Standard Class,AW-10840,TEC-MA-10001330,206.784,2,0.4,-27.576,-0.13,Technology,Machines,"Konica Card Printer, Red",117.18,5,2021,7,1,Tuesday,Low
ID-2022-83842,2022-04-11,2022-09-11,Second Class,EN-13780,TEC-MA-10001330,206.784,2,0.4,-27.576,-0.13,Technology,Machines,"Konica Card Printer, Red",117.18,153,2022,4,0,Monday,Low
IN-2020-50886,2020-10-11,2020-12-11,First Class,AA-10645,TEC-MA-10001358,432.9612,7,0.17,140.6412,0.32,Technology,Machines,"StarTech Phone, Wireless",41.76,61,2020,10,6,Sunday,High
IN-2022-68463,2022-05-22,2022-05-25,Second Class,DM-13345,TEC-MA-10001358,149.04,2,0.0,65.52,0.44,Technology,Machines,"StarTech Phone, Wireless",41.76,3,2022,5,6,Sunday,High
IN-2020-46560,2020-08-09,2020-09-14,Standard Class,SZ-20035,TEC-MA-10001360,402.7824,4,0.17,145.5024,0.36,Technology,Machines,"Okidata Receipt Printer, White",64.32,36,2020,8,6,Sunday,High
IN-2022-76688,2022-07-16,2022-07-23,Standard Class,SB-20290,TEC-MA-10001372,173.58,1,0.0,69.42,0.4,Technology,Machines,"Konica Card Printer, White",104.16,7,2022,7,5,Saturday,High
IN-2021-19582,2021-02-15,2021-02-15,Same Day,AF-10885,TEC-MA-10001372,156.222,1,0.1,52.062,0.33,Technology,Machines,"Konica Card Printer, White",104.16,0,2021,2,0,Monday,High
IN-2022-71928,2022-04-03,2022-09-03,Standard Class,AC-10615,TEC-MA-10001372,347.16,2,0.0,138.84,0.4,Technology,Machines,"Konica Card Printer, White",104.16,153,2022,4,6,Sunday,High
IN-2020-31608,2020-04-10,2020-08-10,Standard Class,BP-11290,TEC-MA-10001372,312.444,2,0.1,104.124,0.33,Technology,Machines,"Konica Card Printer, White",104.16,122,2020,4,4,Friday,High
IN-2019-34191,2019-03-24,2019-03-27,First Class,TS-21505,TEC-MA-10001475,275.3442,3,0.17,19.8342,0.07,Technology,Machines,"StarTech Receipt Printer, Wireless",85.17,3,2019,3,6,Sunday,Low
IN-2022-13709,2022-03-17,2022-03-23,Standard Class,GH-14485,TEC-MA-10001475,442.32,4,0.0,101.64,0.23,Technology,Machines,"StarTech Receipt Printer, Wireless",85.17,6,2022,3,3,Thursday,Medium
IN-2022-34009,2022-03-15,2022-03-19,Standard Class,DW-13540,TEC-MA-10001475,298.566,3,0.1,43.056,0.14,Technology,Machines,"StarTech Receipt Printer, Wireless",85.17,4,2022,3,1,Tuesday,Medium
ID-2020-48100,2020-06-27,2020-01-07,Standard Class,EB-13870,TEC-MA-10001527,202.0635,5,0.17,-7.3365,-0.04,Technology,Machines,"Panasonic Calculator, White",41.88,-172,2020,6,5,Saturday,Low
ID-2022-81819,2022-12-05,2022-05-18,Standard Class,SC-20845,TEC-MA-10001546,100.8,2,0.4,15.12,0.15,Technology,Machines,"Okidata Phone, Red",42.84,-201,2022,12,0,Monday,Medium
IN-2020-80370,2020-12-07,2020-07-14,First Class,JH-15430,TEC-MA-10001546,504.0,6,0.0,246.96,0.49,Technology,Machines,"Okidata Phone, Red",42.84,-146,2020,12,0,Monday,High
ID-2020-76457,2020-07-09,2020-12-09,Standard Class,NG-18430,TEC-MA-10001607,258.93,4,0.25,-48.39,-0.19,Technology,Machines,"Konica Phone, Durable",76.83,153,2020,7,3,Thursday,Low
ID-2021-44040,2021-10-01,2021-12-01,Second Class,RM-19675,TEC-MA-10001607,194.1975,3,0.25,-36.2925,-0.19,Technology,Machines,"Konica Phone, Durable",76.83,61,2021,10,4,Friday,Low
IN-2020-70437,2020-06-10,2020-09-10,First Class,BD-11500,TEC-MA-10001627,883.95,4,0.17,234.27,0.27,Technology,Machines,"Konica Printer, White",162.42,92,2020,6,2,Wednesday,Medium
IN-2021-33428,2021-03-26,2021-01-04,Standard Class,JJ-15445,TEC-MA-10001627,798.75,3,0.0,311.49,0.39,Technology,Machines,"Konica Printer, White",162.42,-81,2021,3,4,Friday,High
IN-2022-20233,2022-06-17,2022-06-19,First Class,CA-12310,TEC-MA-10001627,798.75,3,0.0,311.49,0.39,Technology,Machines,"Konica Printer, White",162.42,2,2022,6,4,Friday,High
IN-2022-44789,2022-12-22,2022-12-24,First Class,JB-15925,TEC-MA-10001627,532.5,2,0.0,207.66,0.39,Technology,Machines,"Konica Printer, White",162.42,2,2022,12,3,Thursday,High
IN-2019-48009,2019-12-18,2019-12-22,Standard Class,BD-11635,TEC-MA-10001627,532.5,2,0.0,207.66,0.39,Technology,Machines,"Konica Printer, White",162.42,4,2019,12,2,Wednesday,High
IN-2020-68358,2020-08-06,2020-12-06,Standard Class,ML-18265,TEC-MA-10001711,84.6,1,0.0,20.28,0.24,Technology,Machines,"Konica Phone, White",64.32,122,2020,8,3,Thursday,Medium
IN-2021-52566,2021-11-10,2021-10-17,Standard Class,JS-16030,TEC-MA-10001711,140.436,2,0.17,11.796,0.08,Technology,Machines,"Konica Phone, White",64.32,-24,2021,11,2,Wednesday,Low
IN-2022-22207,2022-08-12,2022-08-12,Same Day,RE-19450,TEC-MA-10001711,676.8,8,0.0,162.24,0.24,Technology,Machines,"Konica Phone, White",64.32,0,2022,8,4,Friday,Medium
ID-2020-40176,2020-02-10,2020-06-10,Standard Class,HM-14860,TEC-MA-10001711,126.9,2,0.25,-1.74,-0.01,Technology,Machines,"Konica Phone, White",64.32,121,2020,2,0,Monday,Low
ID-2019-25735,2019-02-26,2019-02-03,Second Class,MD-17860,TEC-MA-10001726,287.4456,3,0.17,-45.1044,-0.16,Technology,Machines,"Epson Receipt Printer, White",110.85,-23,2019,2,1,Tuesday,Low
IN-2020-59538,2020-08-15,2020-08-20,Standard Class,PO-18850,TEC-MA-10001726,346.32,3,0.0,13.77,0.04,Technology,Machines,"Epson Receipt Printer, White",110.85,5,2020,8,5,Saturday,Low
IN-2022-29767,2022-03-22,2022-03-29,Standard Class,CA-12055,TEC-MA-10001726,346.32,3,0.0,13.77,0.04,Technology,Machines,"Epson Receipt Printer, White",110.85,7,2022,3,1,Tuesday,Low
ID-2022-77983,2022-01-01,2022-06-01,Standard Class,EC-14050,TEC-MA-10001726,115.44,2,0.5,-106.26,-0.92,Technology,Machines,"Epson Receipt Printer, White",110.85,151,2022,1,5,Saturday,Low
IN-2021-62282,2021-10-17,2021-10-22,Standard Class,SM-20950,TEC-MA-10001727,855.75,7,0.0,68.46,0.08,Technology,Machines,"Konica Receipt Printer, Wireless",112.47,5,2021,10,6,Sunday,Low
IN-2021-39833,2021-12-27,2021-12-31,Standard Class,RD-19720,TEC-MA-10001727,330.075,3,0.1,-7.335,-0.02,Technology,Machines,"Konica Receipt Printer, Wireless",112.47,4,2021,12,0,Monday,Low
IN-2021-12715,2021-06-15,2021-06-17,First Class,CS-12175,TEC-MA-10001727,366.75,3,0.0,29.34,0.08,Technology,Machines,"Konica Receipt Printer, Wireless",112.47,2,2021,6,1,Tuesday,Low
IN-2020-60441,2020-01-03,2020-02-03,Same Day,HF-14995,TEC-MA-10001752,482.328,2,0.1,107.148,0.22,Technology,Machines,"Konica Printer, Durable",187.59,31,2020,1,4,Friday,Medium
IN-2020-75904,2020-11-05,2020-05-13,First Class,BW-11110,TEC-MA-10001752,1607.76,6,0.0,482.22,0.3,Technology,Machines,"Konica Printer, Durable",187.59,-176,2020,11,3,Thursday,High
ID-2022-74119,2022-09-30,2022-04-10,Second Class,DH-13675,TEC-MA-10001811,395.8875,3,0.25,-110.9025,-0.28,Technology,Machines,"Okidata Card Printer, Durable",168.93,-173,2022,9,4,Friday,Low
IN-2019-26967,2019-06-09,2019-11-09,Standard Class,BW-11200,TEC-MA-10001811,876.231,6,0.17,-137.349,-0.16,Technology,Machines,"Okidata Card Printer, Durable",168.93,153,2019,6,6,Sunday,Low
IN-2022-44397,2022-12-06,2022-06-19,Standard Class,MC-17590,TEC-MA-10001831,1227.03,7,0.0,73.5,0.06,Technology,Machines,"Konica Card Printer, Durable",164.79,-170,2022,12,1,Tuesday,Low
ID-2019-17237,2019-03-08,2019-09-08,Standard Class,VF-21715,TEC-MA-10001831,262.935,2,0.25,-66.645,-0.25,Technology,Machines,"Konica Card Printer, Durable",164.79,184,2019,3,4,Friday,Low
ID-2022-82064,2022-05-11,2022-07-11,First Class,GP-14740,TEC-MA-10001940,210.996,2,0.4,-126.624,-0.6,Technology,Machines,"Okidata Card Printer, Wireless",168.81,61,2022,5,2,Wednesday,Low
IN-2020-84773,2020-01-17,2020-01-22,Second Class,EM-13960,TEC-MA-10001966,340.14,2,0.0,54.42,0.16,Technology,Machines,"Epson Card Printer, Durable",142.86,5,2020,1,4,Friday,Medium
ID-2022-78774,2022-12-19,2022-12-26,Standard Class,HG-14845,TEC-MA-10001991,315.252,7,0.1,41.832,0.13,Technology,Machines,"Konica Calculator, White",39.06,7,2022,12,0,Monday,Medium
IN-2019-74441,2019-06-29,2019-03-07,Standard Class,SB-20290,TEC-MA-10001991,83.0664,2,0.17,4.9464,0.06,Technology,Machines,"Konica Calculator, White",39.06,-114,2019,6,5,Saturday,Low
IN-2022-36417,2022-12-09,2022-09-15,First Class,AB-10150,TEC-MA-10001991,90.072,2,0.1,11.952,0.13,Technology,Machines,"Konica Calculator, White",39.06,-85,2022,12,4,Friday,Medium
IN-2021-78907,2021-01-19,2021-01-25,Standard Class,AJ-10795,TEC-MA-10002029,199.26,2,0.1,35.4,0.18,Technology,Machines,"StarTech Receipt Printer, Durable",81.93,6,2021,1,1,Tuesday,Medium
IN-2020-72089,2020-08-09,2020-09-13,Standard Class,TB-21355,TEC-MA-10002029,99.63,1,0.1,17.7,0.18,Technology,Machines,"StarTech Receipt Printer, Durable",81.93,35,2020,8,6,Sunday,Medium
IN-2020-18763,2020-06-12,2020-10-12,Standard Class,NC-18625,TEC-MA-10002029,221.4,2,0.0,57.54,0.26,Technology,Machines,"StarTech Receipt Printer, Durable",81.93,122,2020,6,4,Friday,Medium
IN-2021-59888,2021-10-17,2021-10-19,First Class,CR-12625,TEC-MA-10002039,150.84,5,0.4,-65.46,-0.43,Technology,Machines,"Panasonic Calculator, Wireless",43.26,2,2021,10,6,Sunday,Low
IN-2020-44572,2020-01-24,2020-01-28,Standard Class,DB-12910,TEC-MA-10002039,45.252,1,0.1,1.992,0.04,Technology,Machines,"Panasonic Calculator, Wireless",43.26,4,2020,1,4,Friday,Low
IN-2019-25035,2019-08-13,2019-08-15,First Class,SN-20560,TEC-MA-10002039,100.56,2,0.0,14.04,0.14,Technology,Machines,"Panasonic Calculator, Wireless",43.26,2,2019,8,1,Tuesday,Medium
IN-2019-20387,2019-10-13,2019-10-19,Standard Class,HG-14845,TEC-MA-10002039,90.504,2,0.1,3.984,0.04,Technology,Machines,"Panasonic Calculator, Wireless",43.26,6,2019,10,6,Sunday,Low
IN-2019-33855,2019-09-03,2019-03-13,Second Class,JR-15670,TEC-MA-10002039,316.764,7,0.1,13.944,0.04,Technology,Machines,"Panasonic Calculator, Wireless",43.26,-174,2019,9,1,Tuesday,Low
IN-2021-82127,2021-11-01,2021-12-01,First Class,AG-10270,TEC-MA-10002055,92.82,2,0.0,45.48,0.49,Technology,Machines,"Epson Calculator, Wireless",23.67,30,2021,11,0,Monday,High
IN-2022-27100,2022-08-21,2022-08-25,Standard Class,LH-17155,TEC-MA-10002093,736.29,5,0.1,8.04,0.01,Technology,Machines,"StarTech Card Printer, Durable",145.65,4,2022,8,6,Sunday,Low
IN-2022-47134,2022-02-01,2022-06-01,Standard Class,KN-16450,TEC-MA-10002134,846.288,3,0.1,46.998,0.06,Technology,Machines,"Konica Inkjet, Wireless",266.43,120,2022,2,1,Tuesday,Low
ID-2022-35374,2022-11-02,2022-02-15,Second Class,LT-17110,TEC-MA-10002134,1128.384,4,0.1,62.664,0.06,Technology,Machines,"Konica Inkjet, Wireless",266.43,-260,2022,11,2,Wednesday,Low
IN-2022-67462,2022-12-19,2022-12-23,Standard Class,VB-21745,TEC-MA-10002134,940.32,3,0.0,141.03,0.15,Technology,Machines,"Konica Inkjet, Wireless",266.43,4,2022,12,0,Monday,Medium
IN-2022-47274,2022-04-12,2022-08-12,Second Class,CC-12670,TEC-MA-10002134,940.32,3,0.0,141.03,0.15,Technology,Machines,"Konica Inkjet, Wireless",266.43,122,2022,4,1,Tuesday,Medium
IN-2020-85193,2020-12-12,2020-12-16,Standard Class,CB-12535,TEC-MA-10002135,261.03,1,0.0,39.15,0.15,Technology,Machines,"Epson Printer, White",221.88,4,2020,12,5,Saturday,Medium
IN-2022-55065,2022-11-26,2022-11-30,Standard Class,PG-18820,TEC-MA-10002148,1839.18,7,0.0,238.98,0.13,Technology,Machines,"Epson Printer, Durable",228.6,4,2022,11,5,Saturday,Medium
IN-2021-73608,2021-05-11,2021-09-11,Second Class,MF-17665,TEC-MA-10002148,1839.18,7,0.0,238.98,0.13,Technology,Machines,"Epson Printer, Durable",228.6,123,2021,5,1,Tuesday,Medium
IN-2021-25532,2021-03-13,2021-03-13,Same Day,CC-12370,TEC-MA-10002148,788.22,3,0.0,102.42,0.13,Technology,Machines,"Epson Printer, Durable",228.6,0,2021,3,5,Saturday,Medium
IN-2021-22746,2021-08-15,2021-08-17,Second Class,GH-14410,TEC-MA-10002155,363.06,3,0.0,32.67,0.09,Technology,Machines,"Panasonic Receipt Printer, Durable",110.13,2,2021,8,6,Sunday,Low
IN-2021-22333,2021-08-29,2021-05-09,Standard Class,SH-20635,TEC-MA-10002155,242.04,2,0.0,21.78,0.09,Technology,Machines,"Panasonic Receipt Printer, Durable",110.13,-112,2021,8,6,Sunday,Low
ID-2020-21787,2020-06-20,2020-06-25,Standard Class,DR-12940,TEC-MA-10002226,117.18,2,0.25,-17.22,-0.15,Technology,Machines,"Epson Phone, Red",67.2,5,2020,6,5,Saturday,Low
IN-2019-70535,2019-10-23,2019-10-24,First Class,AJ-10795,TEC-MA-10002226,140.616,2,0.1,6.216,0.04,Technology,Machines,"Epson Phone, Red",67.2,1,2019,10,2,Wednesday,Low
IN-2022-24853,2022-05-12,2022-11-12,Standard Class,MM-18055,TEC-MA-10002242,108.216,3,0.1,-12.024,-0.11,Technology,Machines,"StarTech Calculator, Durable",40.08,184,2022,5,3,Thursday,Low
IN-2021-10720,2021-01-01,2021-05-01,Second Class,KT-16480,TEC-MA-10002340,241.32,2,0.0,82.02,0.34,Technology,Machines,"Konica Receipt Printer, White",79.65,120,2021,1,4,Friday,High
IN-2019-56451,2019-09-10,2019-10-16,Standard Class,FM-14290,TEC-MA-10002340,1085.94,9,0.0,369.09,0.34,Technology,Machines,"Konica Receipt Printer, White",79.65,36,2019,9,1,Tuesday,High
IN-2021-39231,2021-06-20,2021-06-25,Second Class,KB-16585,TEC-MA-10002340,217.188,2,0.1,57.888,0.27,Technology,Machines,"Konica Receipt Printer, White",79.65,5,2021,6,6,Sunday,Medium
IN-2021-42731,2021-12-31,2022-04-01,Standard Class,DG-13300,TEC-MA-10002340,603.3,5,0.0,205.05,0.34,Technology,Machines,"Konica Receipt Printer, White",79.65,91,2021,12,4,Friday,High
ID-2022-84269,2022-08-26,2022-08-28,First Class,BE-11455,TEC-MA-10002368,143.172,2,0.4,-64.428,-0.45,Technology,Machines,"Panasonic Receipt Printer, White",103.8,2,2022,8,4,Friday,Low
IN-2020-51705,2020-12-22,2020-12-26,Standard Class,KB-16405,TEC-MA-10002389,544.95,5,0.0,119.85,0.22,Technology,Machines,"StarTech Receipt Printer, White",85.02,4,2020,12,1,Tuesday,Medium
IN-2020-50788,2020-06-21,2020-06-23,First Class,SC-20845,TEC-MA-10002389,762.93,7,0.0,167.79,0.22,Technology,Machines,"StarTech Receipt Printer, White",85.02,2,2020,6,6,Sunday,Medium
IN-2019-76989,2019-07-20,2019-07-21,First Class,BG-11740,TEC-MA-10002389,980.91,9,0.0,215.73,0.22,Technology,Machines,"StarTech Receipt Printer, White",85.02,1,2019,7,5,Saturday,Medium
IN-2021-71746,2021-12-06,2021-12-06,Same Day,JK-15325,TEC-MA-10002389,90.4617,1,0.17,5.4417,0.06,Technology,Machines,"StarTech Receipt Printer, White",85.02,0,2021,12,0,Monday,Low
IN-2020-45825,2020-10-08,2020-12-08,First Class,KB-16315,TEC-MA-10002392,1226.19,7,0.0,612.99,0.5,Technology,Machines,"Konica Card Printer, Wireless",87.6,61,2020,10,3,Thursday,High
IN-2021-72740,2021-04-13,2021-04-15,First Class,NF-18475,TEC-MA-10002392,700.68,4,0.0,350.28,0.5,Technology,Machines,"Konica Card Printer, Wireless",87.6,2,2021,4,1,Tuesday,High
IN-2020-64872,2020-04-09,2020-04-09,Same Day,SN-20560,TEC-MA-10002392,525.51,3,0.0,262.71,0.5,Technology,Machines,"Konica Card Printer, Wireless",87.6,0,2020,4,3,Thursday,High
IN-2021-62296,2021-12-28,2021-12-28,Same Day,DB-13405,TEC-MA-10002392,700.68,4,0.0,350.28,0.5,Technology,Machines,"Konica Card Printer, Wireless",87.6,0,2021,12,1,Tuesday,High
IN-2021-61288,2021-07-17,2021-07-21,Standard Class,FW-14395,TEC-MA-10002459,422.6028,2,0.17,10.1628,0.02,Technology,Machines,"StarTech Printer, White",206.22,4,2021,7,5,Saturday,Low
IN-2019-65033,2019-02-16,2019-02-21,Standard Class,BW-11110,TEC-MA-10002464,479.898,2,0.1,58.638,0.12,Technology,Machines,"Panasonic Printer, Durable",210.63,5,2019,2,5,Saturday,Medium
IN-2019-19330,2019-08-01,2019-12-01,Second Class,NF-18595,TEC-MA-10002468,2173.5,7,0.0,260.82,0.12,Technology,Machines,"Panasonic Inkjet, White",273.24,122,2019,8,3,Thursday,Medium
IN-2022-60413,2022-07-07,2022-11-07,Standard Class,RP-19390,TEC-MA-10002468,1164.375,5,0.25,-201.825,-0.17,Technology,Machines,"Panasonic Inkjet, White",273.24,123,2022,7,3,Thursday,Low
ID-2019-18056,2019-09-07,2019-07-14,Standard Class,EH-14125,TEC-MA-10002468,1630.125,7,0.25,-282.555,-0.17,Technology,Machines,"Panasonic Inkjet, White",273.24,-55,2019,9,5,Saturday,Low
IN-2019-45993,2019-10-15,2019-10-19,Second Class,LR-17035,TEC-MA-10002468,2173.5,7,0.0,260.82,0.12,Technology,Machines,"Panasonic Inkjet, White",273.24,4,2019,10,1,Tuesday,Medium
IN-2019-54155,2019-08-13,2019-08-17,Standard Class,MA-17560,TEC-MA-10002471,134.6094,2,0.17,53.4894,0.4,Technology,Machines,"Epson Phone, Durable",40.56,4,2019,8,1,Tuesday,High
IN-2022-44789,2022-12-22,2022-12-24,First Class,JB-15925,TEC-MA-10002471,243.27,3,0.0,121.59,0.5,Technology,Machines,"Epson Phone, Durable",40.56,2,2022,12,3,Thursday,High
IN-2022-60840,2022-04-11,2022-06-11,First Class,CD-11920,TEC-MA-10002471,891.99,11,0.0,445.83,0.5,Technology,Machines,"Epson Phone, Durable",40.56,61,2022,4,0,Monday,High
IN-2020-19596,2020-12-26,2020-12-30,Standard Class,TB-21625,TEC-MA-10002520,751.653,7,0.1,25.053,0.03,Technology,Machines,"Panasonic Receipt Printer, White",103.8,4,2020,12,5,Saturday,Low
IN-2019-59986,2019-02-03,2019-04-03,First Class,KH-16360,TEC-MA-10002520,214.758,2,0.1,7.158,0.03,Technology,Machines,"Panasonic Receipt Printer, White",103.8,59,2019,2,6,Sunday,Low
ID-2019-23012,2019-08-11,2019-10-11,Second Class,NC-18625,TEC-MA-10002520,238.62,4,0.5,-176.58,-0.74,Technology,Machines,"Panasonic Receipt Printer, White",103.8,61,2019,8,6,Sunday,Low
ID-2020-39987,2020-10-06,2020-06-14,Standard Class,LO-17170,TEC-MA-10002520,594.1638,6,0.17,-28.6362,-0.05,Technology,Machines,"Panasonic Receipt Printer, White",103.8,-114,2020,10,1,Tuesday,Low
ID-2019-58229,2019-11-16,2019-11-20,Standard Class,RB-19360,TEC-MA-10002538,208.44,4,0.4,-24.36,-0.12,Technology,Machines,"Okidata Phone, Wireless",58.2,4,2019,11,5,Saturday,Low
ID-2020-42962,2020-08-28,2020-02-09,Standard Class,BM-11140,TEC-MA-10002633,498.2988,2,0.17,-66.0612,-0.13,Technology,Machines,"StarTech Inkjet, Durable",282.18,-201,2020,8,4,Friday,Low
ID-2019-35885,2019-10-26,2019-10-30,Standard Class,VM-21685,TEC-MA-10002633,150.09,1,0.5,-132.09,-0.88,Technology,Machines,"StarTech Inkjet, Durable",282.18,4,2019,10,5,Saturday,Low
IN-2019-32196,2019-01-31,2019-05-02,Standard Class,LS-17200,TEC-MA-10002680,838.593,3,0.1,121.113,0.14,Technology,Machines,"Konica Inkjet, White",239.16,91,2019,1,3,Thursday,Medium
IN-2022-71886,2022-12-26,2022-12-31,Standard Class,ME-17320,TEC-MA-10002680,931.77,3,0.0,214.29,0.23,Technology,Machines,"Konica Inkjet, White",239.16,5,2022,12,0,Monday,Medium
ID-2021-30915,2021-11-06,2021-06-17,Standard Class,TB-21520,TEC-MA-10002680,515.5794,2,0.17,37.2594,0.07,Technology,Machines,"Konica Inkjet, White",239.16,-142,2021,11,5,Saturday,Low
IN-2022-35983,2022-01-05,2022-01-05,Same Day,SW-20275,TEC-MA-10002680,2174.13,7,0.0,500.01,0.23,Technology,Machines,"Konica Inkjet, White",239.16,0,2022,1,2,Wednesday,Medium
IN-2021-64865,2021-06-28,2021-04-07,Standard Class,AS-10135,TEC-MA-10002680,931.77,3,0.0,214.29,0.23,Technology,Machines,"Konica Inkjet, White",239.16,-82,2021,6,0,Monday,Medium
IN-2022-17846,2022-09-24,2022-01-10,Standard Class,TS-21370,TEC-MA-10002701,280.665,1,0.1,106.005,0.38,Technology,Machines,"Konica Inkjet, Durable",174.66,-257,2022,9,5,Saturday,High
ID-2019-66412,2019-03-31,2019-04-04,Standard Class,AF-10870,TEC-MA-10002701,233.8875,1,0.25,59.2275,0.25,Technology,Machines,"Konica Inkjet, Durable",174.66,4,2019,3,6,Sunday,Medium
IN-2019-25889,2019-08-12,2019-12-12,Standard Class,BP-11185,TEC-MA-10002701,561.33,2,0.1,212.01,0.38,Technology,Machines,"Konica Inkjet, Durable",174.66,122,2019,8,0,Monday,High
ID-2022-73678,2022-10-23,2022-10-28,Standard Class,AO-10810,TEC-MA-10002701,701.6625,3,0.25,177.6825,0.25,Technology,Machines,"Konica Inkjet, Durable",174.66,5,2022,10,6,Sunday,Medium
