order_id,order_date,ship_date,ship_mode,customer_id,product_id,sales,quantity,discount,profit,profit_margin
ID-2022-82064,05/11/2022,07/11/2022,First Class,GP-14740,TEC-MA-10001940,210.996,2,0.4,-126.624,-0.6
IN-2020-84773,17/01/2020,22/01/2020,Second Class,EM-13960,TEC-MA-10001966,340.14,2,0,54.42,0.16
ID-2022-78774,19/12/2022,26/12/2022,Standard Class,HG-14845,TEC-MA-10001991,315.252,7,0.1,41.832,0.13
IN-2019-74441,29/06/2019,03/07/2019,Standard Class,SB-20290,TEC-MA-10001991,83.0664,2,0.17,4.9464,0.06
IN-2022-36417,12/09/2022,15/09/2022,First Class,AB-10150,TEC-MA-10001991,90.072,2,0.1,11.952,0.13
IN-2021-78907,19/01/2021,25/01/2021,Standard Class,AJ-10795,TEC-MA-10002029,199.26,2,0.1,35.4,0.18
IN-2020-72089,08/09/2020,13/09/2020,Standard Class,TB-21355,TEC-MA-10002029,99.63,1,0.1,17.7,0.18
IN-2020-18763,06/12/2020,10/12/2020,Standard Class,NC-18625,TEC-MA-10002029,221.4,2,0,57.54,0.26
IN-2021-59888,17/10/2021,19/10/2021,First Class,CR-12625,TEC-MA-10002039,150.84,5,0.4,-65.46,-0.43
IN-2020-44572,24/01/2020,28/01/2020,Standard Class,DB-12910,TEC-MA-10002039,45.252,1,0.1,1.992,0.04
IN-2019-25035,13/08/2019,15/08/2019,First Class,SN-20560,TEC-MA-10002039,100.56,2,0,14.04,0.14
IN-2019-20387,13/10/2019,19/10/2019,Standard Class,HG-14845,TEC-MA-10002039,90.504,2,0.1,3.984,0.04
IN-2019-33855,09/03/2019,13/03/2019,Second Class,JR-15670,TEC-MA-10002039,316.764,7,0.1,13.944,0.04
IN-2021-82127,11/01/2021,12/01/2021,First Class,AG-10270,TEC-MA-10002055,92.82,2,0,45.48,0.49
IN-2022-27100,21/08/2022,25/08/2022,Standard Class,LH-17155,TEC-MA-10002093,736.29,5,0.1,8.04,0.01
IN-2022-47134,02/01/2022,06/01/2022,Standard Class,KN-16450,TEC-MA-10002134,846.288,3,0.1,46.998,0.06
ID-2022-35374,11/02/2022,15/02/2022,Second Class,LT-17110,TEC-MA-10002134,1128.384,4,0.1,62.664,0.06
IN-2022-67462,19/12/2022,23/12/2022,Standard Class,VB-21745,TEC-MA-10002134,940.32,3,0,141.03,0.15
IN-2022-47274,04/12/2022,08/12/2022,Second Class,CC-12670,TEC-MA-10002134,940.32,3,0,141.03,0.15
IN-2020-85193,12/12/2020,16/12/2020,Standard Class,CB-12535,TEC-MA-10002135,261.03,1,0,39.15,0.15
IN-2022-55065,26/11/2022,30/11/2022,Standard Class,PG-18820,TEC-MA-10002148,1839.18,7,0,238.98,0.13
IN-2021-73608,05/11/2021,09/11/2021,Second Class,MF-17665,TEC-MA-10002148,1839.18,7,0,238.98,0.13
IN-2021-25532,13/03/2021,13/03/2021,Same Day,CC-12370,TEC-MA-10002148,788.22,3,0,102.42,0.13
IN-2021-22746,15/08/2021,17/08/2021,Second Class,GH-14410,TEC-MA-10002155,363.06,3,0,32.67,0.09
IN-2021-22333,29/08/2021,05/09/2021,Standard Class,SH-20635,TEC-MA-10002155,242.04,2,0,21.78,0.09
ID-2020-21787,20/06/2020,25/06/2020,Standard Class,DR-12940,TEC-MA-10002226,117.18,2,0.25,-17.22,-0.15
IN-2019-70535,23/10/2019,24/10/2019,First Class,AJ-10795,TEC-MA-10002226,140.616,2,0.1,6.216,0.04
IN-2022-24853,05/12/2022,11/12/2022,Standard Class,MM-18055,TEC-MA-10002242,108.216,3,0.1,-12.024,-0.11
IN-2021-10720,01/01/2021,05/01/2021,Second Class,KT-16480,TEC-MA-10002340,241.32,2,0,82.02,0.34
IN-2019-56451,09/10/2019,16/10/2019,Standard Class,FM-14290,TEC-MA-10002340,1085.94,9,0,369.09,0.34
IN-2021-39231,20/06/2021,25/06/2021,Second Class,KB-16585,TEC-MA-10002340,217.188,2,0.1,57.888,0.27
IN-2021-42731,31/12/2021,04/01/2022,Standard Class,DG-13300,TEC-MA-10002340,603.3,5,0,205.05,0.34
ID-2022-84269,26/08/2022,28/08/2022,First Class,BE-11455,TEC-MA-10002368,143.172,2,0.4,-64.428,-0.45
IN-2020-51705,22/12/2020,26/12/2020,Standard Class,KB-16405,TEC-MA-10002389,544.95,5,0,119.85,0.22
IN-2020-50788,21/06/2020,23/06/2020,First Class,SC-20845,TEC-MA-10002389,762.93,7,0,167.79,0.22
IN-2019-76989,20/07/2019,21/07/2019,First Class,BG-11740,TEC-MA-10002389,980.91,9,0,215.73,0.22
IN-2021-71746,12/06/2021,12/06/2021,Same Day,JK-15325,TEC-MA-10002389,90.4617,1,0.17,5.4417,0.06
IN-2020-45825,10/08/2020,12/08/2020,First Class,KB-16315,TEC-MA-10002392,1226.19,7,0,612.99,0.5
IN-2021-72740,13/04/2021,15/04/2021,First Class,NF-18475,TEC-MA-10002392,700.68,4,0,350.28,0.5
IN-2020-64872,04/09/2020,04/09/2020,Same Day,SN-20560,TEC-MA-10002392,525.51,3,0,262.71,0.5
IN-2021-62296,28/12/2021,28/12/2021,Same Day,DB-13405,TEC-MA-10002392,700.68,4,0,350.28,0.5
IN-2021-61288,17/07/2021,21/07/2021,Standard Class,FW-14395,TEC-MA-10002459,422.6028,2,0.17,10.1628,0.02
IN-2019-65033,16/02/2019,21/02/2019,Standard Class,BW-11110,TEC-MA-10002464,479.898,2,0.1,58.638,0.12
IN-2019-19330,08/01/2019,12/01/2019,Second Class,NF-18595,TEC-MA-10002468,2173.5,7,0,260.82,0.12
IN-2022-60413,07/07/2022,11/07/2022,Standard Class,RP-19390,TEC-MA-10002468,1164.375,5,0.25,-201.825,-0.17
ID-2019-18056,09/07/2019,14/07/2019,Standard Class,EH-14125,TEC-MA-10002468,1630.125,7,0.25,-282.555,-0.17
IN-2019-45993,15/10/2019,19/10/2019,Second Class,LR-17035,TEC-MA-10002468,2173.5,7,0,260.82,0.12
IN-2019-54155,13/08/2019,17/08/2019,Standard Class,MA-17560,TEC-MA-10002471,134.6094,2,0.17,53.4894,0.4
IN-2022-44789,22/12/2022,24/12/2022,First Class,JB-15925,TEC-MA-10002471,243.27,3,0,121.59,0.5
IN-2022-60840,04/11/2022,06/11/2022,First Class,CD-11920,TEC-MA-10002471,891.99,11,0,445.83,0.5
IN-2020-19596,26/12/2020,30/12/2020,Standard Class,TB-21625,TEC-MA-10002520,751.653,7,0.1,25.053,0.03
IN-2019-59986,02/03/2019,04/03/2019,First Class,KH-16360,TEC-MA-10002520,214.758,2,0.1,7.158,0.03
ID-2019-23012,08/11/2019,10/11/2019,Second Class,NC-18625,TEC-MA-10002520,238.62,4,0.5,-176.58,-0.74
ID-2020-39987,10/06/2020,14/06/2020,Standard Class,LO-17170,TEC-MA-10002520,594.1638,6,0.17,-28.6362,-0.05
ID-2019-58229,16/11/2019,20/11/2019,Standard Class,RB-19360,TEC-MA-10002538,208.44,4,0.4,-24.36,-0.12
ID-2020-42962,28/08/2020,02/09/2020,Standard Class,BM-11140,TEC-MA-10002633,498.2988,2,0.17,-66.0612,-0.13
ID-2019-35885,26/10/2019,30/10/2019,Standard Class,VM-21685,TEC-MA-10002633,150.09,1,0.5,-132.09,-0.88
IN-2019-32196,31/01/2019,05/02/2019,Standard Class,LS-17200,TEC-MA-10002680,838.593,3,0.1,121.113,0.14
IN-2022-71886,26/12/2022,31/12/2022,Standard Class,ME-17320,TEC-MA-10002680,931.77,3,0,214.29,0.23
ID-2021-30915,11/06/2021,17/06/2021,Standard Class,TB-21520,TEC-MA-10002680,515.5794,2,0.17,37.2594,0.07
IN-2022-35983,01/05/2022,01/05/2022,Same Day,SW-20275,TEC-MA-10002680,2174.13,7,0,500.01,0.23
IN-2021-64865,28/06/2021,04/07/2021,Standard Class,AS-10135,TEC-MA-10002680,931.77,3,0,214.29,0.23
IN-2022-17846,24/09/2022,01/10/2022,Standard Class,TS-21370,TEC-MA-10002701,280.665,1,0.1,106.005,0.38
ID-2019-66412,31/03/2019,04/04/2019,Standard Class,AF-10870,TEC-MA-10002701,233.8875,1,0.25,59.2275,0.25
IN-2019-25889,08/12/2019,12/12/2019,Standard Class,BP-11185,TEC-MA-10002701,561.33,2,0.1,212.01,0.38
ID-2022-73678,23/10/2022,28/10/2022,Standard Class,AO-10810,TEC-MA-10002701,701.6625,3,0.25,177.6825,0.25
IN-2022-27352,14/11/2022,17/11/2022,First Class,NG-18430,TEC-MA-10002711,153.063,1,0.1,10.203,0.07
IN-2021-37537,28/08/2021,02/09/2021,Standard Class,MG-17650,TEC-MA-10002711,850.35,5,0,136.05,0.16
IN-2019-13030,26/09/2019,03/10/2019,Standard Class,PF-19120,TEC-MA-10002711,1071.441,7,0.1,71.421,0.07
IN-2020-73006,06/10/2020,08/10/2020,Second Class,KC-16540,TEC-MA-10002780,1825.6182,7,0.17,593.7582,0.33
IN-2020-40799,15/09/2020,19/09/2020,Standard Class,AR-10345,TEC-MA-10002780,628.44,2,0,276.48,0.44
IN-2020-44474,17/04/2020,21/04/2020,Standard Class,EP-13915,TEC-MA-10002780,314.22,2,0.5,-37.74,-0.12
IN-2021-22760,15/06/2021,19/06/2021,Standard Class,VT-21700,TEC-MA-10002827,759.96,3,0,30.33,0.04
ID-2022-37635,01/06/2022,05/06/2022,Standard Class,AH-10195,TEC-MA-10002827,253.32,2,0.5,-233.1,-0.92
ID-2022-70640,12/08/2022,16/08/2022,Standard Class,HL-15040,TEC-MA-10002827,569.97,3,0.25,-159.66,-0.28
IN-2021-29340,07/12/2021,08/12/2021,First Class,AH-10690,TEC-MA-10002871,236.1,2,0,73.14,0.31
IN-2022-66062,29/01/2022,02/02/2022,Standard Class,RB-19705,TEC-MA-10002871,354.15,3,0,109.71,0.31
IN-2022-40113,06/02/2022,13/02/2022,Standard Class,RH-19510,TEC-MA-10002871,354.15,3,0,109.71,0.31
IN-2020-12981,01/02/2020,06/02/2020,Standard Class,JL-15235,TEC-MA-10002871,212.49,2,0.1,49.53,0.23
IN-2020-60385,17/12/2020,22/12/2020,Standard Class,RB-19795,TEC-MA-10002871,236.1,2,0,73.14,0.31
ID-2021-14318,16/11/2021,21/11/2021,Second Class,RB-19465,TEC-MA-10002871,59.025,1,0.5,-22.455,-0.38
IN-2020-44194,08/12/2020,10/12/2020,First Class,JK-16090,TEC-MA-10002871,236.1,2,0,73.14,0.31
IN-2019-56990,02/02/2019,05/02/2019,First Class,ES-14080,TEC-MA-10002874,468.12,4,0,112.32,0.24
ID-2022-60665,13/08/2022,18/08/2022,Standard Class,LC-16960,TEC-MA-10002874,789.9525,9,0.25,-10.5975,-0.01
IN-2022-70507,05/10/2022,11/10/2022,Standard Class,SV-20365,TEC-MA-10002874,526.635,5,0.1,81.885,0.16
IN-2022-43039,04/10/2022,11/10/2022,Standard Class,MG-17680,TEC-MA-10002874,585.15,5,0,140.4,0.24
IN-2022-60413,07/07/2022,11/07/2022,Standard Class,RP-19390,TEC-MA-10002898,576.6525,3,0.25,-7.7175,-0.01
IN-2021-83688,01/07/2021,05/07/2021,Standard Class,HD-14785,TEC-MA-10002910,1236.96,4,0,24.72,0.02
ID-2022-86873,20/11/2022,23/11/2022,First Class,CS-12355,TEC-MA-10002910,1113.264,6,0.4,-705.096,-0.63
ID-2022-85438,06/08/2022,10/08/2022,Standard Class,IG-15085,TEC-MA-10002910,1113.264,6,0.4,-705.096,-0.63
IN-2020-56563,28/01/2020,30/01/2020,Second Class,MF-17665,TEC-MA-10002931,377.352,8,0.1,79.512,0.21
IN-2020-78886,01/06/2020,05/06/2020,Second Class,SL-20155,TEC-MA-10002931,157.23,3,0,45.54,0.29
IN-2019-33890,27/01/2019,01/02/2019,Standard Class,KN-16450,TEC-MA-10002931,366.87,7,0,106.26,0.29
IN-2019-78263,16/02/2019,21/02/2019,Standard Class,BF-11215,TEC-MA-10002941,1210.86,7,0,423.78,0.35
IN-2020-51614,17/06/2020,22/06/2020,Standard Class,MH-18115,TEC-MA-10002941,259.47,2,0.25,34.59,0.13
IN-2020-86635,16/05/2020,18/05/2020,Second Class,AP-10720,TEC-MA-10002992,175.17,1,0,87.57,0.5
ID-2019-66412,31/03/2019,04/04/2019,Standard Class,AF-10870,TEC-MA-10002998,461.3625,5,0.25,-110.7375,-0.24
IN-2022-62247,23/08/2022,28/08/2022,Standard Class,CP-12340,TEC-MA-10002998,861.21,7,0,60.27,0.07
ID-2022-76380,28/04/2022,03/05/2022,Standard Class,BD-11725,TEC-MA-10002998,553.635,5,0.1,-18.465,-0.03
ID-2021-32630,12/10/2021,18/10/2021,Standard Class,ZC-21910,TEC-MA-10002998,102.1149,1,0.17,-12.3051,-0.12
IN-2020-20779,17/10/2020,23/10/2020,Standard Class,IL-15100,TEC-MA-10003084,720.36,6,0,0,0
IN-2021-41975,09/06/2021,09/06/2021,Same Day,Dp-13240,TEC-MA-10003084,600.3,5,0,0,0
ID-2022-28822,05/09/2022,10/09/2022,Second Class,MC-18100,TEC-MA-10003101,949.104,4,0.1,-105.456,-0.11
ID-2022-52993,11/06/2022,17/06/2022,Standard Class,MG-17875,TEC-MA-10003101,711.828,3,0.1,-79.092,-0.11
IN-2020-81714,17/10/2020,23/10/2020,Standard Class,KB-16600,TEC-MA-10003112,149.28,2,0,7.44,0.05
IN-2021-83541,21/05/2021,26/05/2021,Standard Class,Dl-13600,TEC-MA-10003112,149.28,2,0,7.44,0.05
ID-2019-42493,04/06/2019,09/06/2019,Standard Class,SV-20935,TEC-MA-10003146,562.518,2,0.1,143.718,0.26
ID-2022-32931,17/01/2022,22/01/2022,Standard Class,AJ-10960,TEC-MA-10003146,778.1499,3,0.17,149.9499,0.19
IN-2022-85921,17/11/2022,22/11/2022,Standard Class,RD-19810,TEC-MA-10003154,263.64,1,0,0,0
IN-2022-68617,23/06/2022,29/06/2022,Standard Class,SO-20335,TEC-MA-10003170,92.934,3,0.4,12.384,0.13
IN-2022-51824,13/06/2022,18/06/2022,Second Class,PG-18895,TEC-MA-10003170,514.2348,12,0.17,192.0348,0.37
ID-2022-65824,08/01/2022,12/01/2022,Standard Class,AA-10315,TEC-MA-10003170,116.1675,3,0.25,35.6175,0.31
IN-2021-71746,12/06/2021,12/06/2021,Same Day,JK-15325,TEC-MA-10003170,214.2645,5,0.17,80.0145,0.37
IN-2019-44761,21/10/2019,25/10/2019,Standard Class,EM-14140,TEC-MA-10003170,171.4116,4,0.17,64.0116,0.37
IN-2021-84024,13/06/2021,15/06/2021,First Class,HR-14830,TEC-MA-10003176,312.09,1,0,143.55,0.46
IN-2020-67490,09/11/2020,14/11/2020,Standard Class,GM-14695,TEC-MA-10003178,92.1825,1,0.25,13.4925,0.15
IN-2021-37222,31/12/2021,02/01/2022,Second Class,Dl-13600,TEC-MA-10003178,884.952,8,0.1,255.432,0.29
IN-2021-51138,28/09/2021,03/10/2021,Standard Class,LS-17200,TEC-MA-10003314,416.745,7,0.25,99.855,0.24
IN-2022-75918,03/09/2022,06/09/2022,First Class,BS-11665,TEC-MA-10003314,476.28,6,0,204.66,0.43
IN-2021-29340,07/12/2021,08/12/2021,First Class,AH-10690,TEC-MA-10003330,483.6,4,0,28.92,0.06
ID-2019-15802,22/12/2019,29/12/2019,Standard Class,DV-13465,TEC-MA-10003330,301.041,3,0.17,-39.969,-0.13
IN-2020-37474,23/06/2020,27/06/2020,Standard Class,MS-17830,TEC-MA-10003330,120.9,1,0,7.23,0.06
IN-2020-23089,02/10/2020,09/10/2020,Standard Class,XP-21865,TEC-MA-10003330,604.5,5,0,36.15,0.06
IN-2022-79278,01/05/2022,01/05/2022,Same Day,PR-18880,TEC-MA-10003338,163.98,2,0,45.9,0.28
ID-2021-78298,08/11/2021,12/11/2021,Standard Class,CK-12205,TEC-MA-10003338,307.4625,5,0.25,12.2625,0.04
ID-2019-57494,22/05/2019,24/05/2019,Second Class,MZ-17515,TEC-MA-10003338,476.3619,7,0.17,63.0819,0.13
IN-2019-17916,04/08/2019,08/08/2019,Standard Class,JG-15805,TEC-MA-10003338,136.1034,2,0.17,18.0234,0.13
ID-2022-83219,05/08/2022,10/08/2022,Standard Class,SW-20245,TEC-MA-10003349,60.336,2,0.4,-26.184,-0.43
IN-2022-82722,16/05/2022,19/05/2022,First Class,TC-20980,TEC-MA-10003349,100.56,2,0,14.04,0.14
IN-2020-51173,14/01/2020,19/01/2020,Standard Class,TC-21145,TEC-MA-10003351,1411.344,9,0.1,486.054,0.34
ID-2019-53287,03/04/2019,07/04/2019,Standard Class,TM-21490,TEC-MA-10003351,522.72,3,0,214.29,0.41
IN-2022-42808,06/11/2022,11/11/2022,Standard Class,PB-18805,TEC-MA-10003351,348.48,2,0,142.86,0.41
IN-2022-76044,25/11/2022,29/11/2022,Standard Class,CD-11980,TEC-MA-10003441,1130.76,4,0.1,414.6,0.37
IN-2022-13051,12/11/2022,16/11/2022,Standard Class,LF-17185,TEC-MA-10003441,628.2,2,0,270.12,0.43
IN-2022-14290,29/09/2022,04/10/2022,Standard Class,SR-20740,TEC-MA-10003441,848.07,3,0.1,310.95,0.37
ID-2022-30404,15/04/2022,20/04/2022,Second Class,FM-14215,TEC-MA-10003486,131.274,2,0.1,-2.946,-0.02
IN-2022-50158,10/09/2022,16/09/2022,Standard Class,MB-18085,TEC-MA-10003486,145.86,2,0,11.64,0.08
ID-2021-35080,18/05/2021,22/05/2021,Standard Class,RD-19720,TEC-MA-10003492,1208.25,5,0.1,-80.55,-0.07
IN-2022-78151,11/12/2022,16/12/2022,Standard Class,NH-18610,TEC-MA-10003492,445.71,2,0.17,-69.81,-0.16
IN-2022-15662,30/01/2022,04/02/2022,Standard Class,LB-16795,TEC-MA-10003492,1611,6,0,64.44,0.04
ID-2019-76884,18/10/2019,24/10/2019,Standard Class,HF-14995,TEC-MA-10003492,402.75,2,0.25,-112.77,-0.28
IN-2021-22333,29/08/2021,05/09/2021,Standard Class,SH-20635,TEC-MA-10003492,805.5,3,0,32.22,0.04
ID-2019-43977,28/12/2019,02/01/2020,Standard Class,CM-12115,TEC-MA-10003492,222.855,1,0.17,-34.905,-0.16
IN-2021-45636,26/06/2021,30/06/2021,Standard Class,BS-11665,TEC-MA-10003492,1933.2,8,0.1,-128.88,-0.07
IN-2019-82078,11/05/2019,18/05/2019,Standard Class,EM-14200,TEC-MA-10003536,195.12,4,0,23.4,0.12
ID-2022-62926,18/09/2022,19/09/2022,First Class,MC-18100,TEC-MA-10003553,389.655,2,0.25,-83.145,-0.21
ID-2020-40064,28/08/2020,03/09/2020,Standard Class,MD-17350,TEC-MA-10003553,431.2182,2,0.17,-41.5818,-0.1
IN-2021-60546,19/06/2021,25/06/2021,Standard Class,SP-20920,TEC-MA-10003553,1078.0455,5,0.17,-103.9545,-0.1
IN-2022-51572,08/08/2022,15/08/2022,Standard Class,AO-10810,TEC-MA-10003553,1039.08,4,0,93.48,0.09
IN-2019-37012,24/09/2019,24/09/2019,Same Day,FM-14290,TEC-MA-10003624,543.186,2,0.1,217.266,0.4
IN-2022-57683,11/09/2022,15/09/2022,Standard Class,DL-13330,TEC-MA-10003624,301.77,1,0,138.81,0.46
ID-2022-62856,29/07/2022,02/08/2022,Second Class,BP-11290,TEC-MA-10003624,1252.3455,5,0.17,437.5455,0.35
IN-2020-77234,04/12/2020,09/12/2020,Standard Class,MC-17275,TEC-MA-10003631,879.15,5,0,35.1,0.04
ID-2022-35836,30/05/2022,04/06/2022,Standard Class,MH-17620,TEC-MA-10003631,659.3625,5,0.25,-184.6875,-0.28
IN-2022-26470,03/01/2022,07/01/2022,Standard Class,KH-16510,TEC-MA-10003632,139.23,3,0,68.22,0.49
IN-2019-47596,20/10/2019,25/10/2019,Standard Class,PO-19195,TEC-MA-10003632,371.28,8,0,181.92,0.49
IN-2021-70353,25/08/2021,29/08/2021,Standard Class,AR-10825,TEC-MA-10003632,125.307,3,0.1,54.297,0.43
IN-2022-49675,01/03/2022,06/03/2022,Standard Class,LB-16795,TEC-MA-10003632,185.64,4,0,90.96,0.49
IN-2020-59874,12/06/2020,16/06/2020,Second Class,BG-11695,TEC-MA-10003682,166.5,2,0,19.98,0.12
ID-2021-18616,20/08/2021,24/08/2021,Standard Class,AS-10090,TEC-MA-10003704,461.106,2,0.1,133.206,0.29
ID-2020-66111,15/06/2020,18/06/2020,First Class,AB-10015,TEC-MA-10003704,1024.68,8,0.5,-286.92,-0.28
IN-2021-26659,08/08/2021,15/08/2021,Standard Class,AB-10600,TEC-MA-10003773,869.1,5,0,252,0.29
ID-2020-45363,30/06/2020,07/07/2020,Standard Class,JG-15805,TEC-MA-10003796,194.0625,5,0.25,23.2125,0.12
IN-2022-44782,09/06/2022,13/06/2022,Standard Class,DD-13570,TEC-MA-10003796,51.75,1,0,17.58,0.34
IN-2019-65264,13/12/2019,18/12/2019,Standard Class,KM-16660,TEC-MA-10003796,85.905,2,0.17,17.565,0.2
IN-2022-63010,02/12/2022,06/12/2022,Standard Class,ME-17320,TEC-MA-10003801,963.9,6,0,269.82,0.28
IN-2019-64627,21/02/2019,25/02/2019,Standard Class,SC-20020,TEC-MA-10003801,803.25,5,0,224.85,0.28
ID-2022-14514,19/05/2022,26/05/2022,Standard Class,KE-16420,TEC-MA-10003868,298.56,4,0,14.88,0.05
ID-2021-34051,16/05/2021,19/05/2021,Second Class,DC-12850,TEC-MA-10003868,111.96,3,0.5,-100.8,-0.9
IN-2020-46259,12/05/2020,16/05/2020,Standard Class,RW-19630,TEC-MA-10003868,373.2,5,0,18.6,0.05
IN-2019-45048,19/08/2019,23/08/2019,Standard Class,SJ-20500,TEC-MA-10003975,161.94,2,0,74.46,0.46
IN-2021-41198,04/05/2021,06/05/2021,First Class,CC-12475,TEC-MA-10003975,161.94,2,0,74.46,0.46
IN-2020-66790,28/08/2020,01/09/2020,Second Class,JE-15715,TEC-MA-10004023,861.9,10,0,405,0.47
ID-2020-67707,17/04/2020,23/04/2020,Standard Class,SC-20800,TEC-MA-10004023,143.0754,2,0.17,51.6954,0.36
ID-2019-57396,30/11/2019,05/12/2019,Standard Class,BG-11035,TEC-MA-10004023,643.8393,9,0.17,232.6293,0.36
IN-2022-14381,03/06/2022,08/06/2022,Standard Class,SG-20605,TEC-MA-10004023,517.14,6,0,243,0.47
ID-2019-65705,16/12/2019,18/12/2019,First Class,CS-12130,TEC-MA-10004049,391.545,3,0.5,-274.095,-0.7
IN-2022-63850,29/04/2022,05/05/2022,Standard Class,JM-15655,TEC-MA-10004049,433.3098,2,0.17,-10.4502,-0.02
IN-2020-79936,03/01/2020,07/01/2020,Standard Class,ML-17410,TEC-MA-10004059,916.11,3,0,36.63,0.04
ID-2020-40106,21/03/2020,26/03/2020,Standard Class,LH-16900,TEC-MA-10004059,1648.998,6,0.1,-109.962,-0.07
ID-2021-84717,08/10/2021,10/10/2021,Second Class,PT-19090,TEC-MA-10004063,967.032,6,0.4,-435.168,-0.45
ID-2019-77619,02/11/2019,03/11/2019,First Class,MK-18160,TEC-MA-10004064,47.43,2,0.5,-14.25,-0.3
IN-2021-77731,13/02/2021,17/02/2021,Standard Class,RA-19915,TEC-MA-10004064,189.72,4,0,66.36,0.35
ID-2022-71039,25/01/2022,27/01/2022,First Class,RB-19795,TEC-MA-10004116,181.134,1,0.4,-117.756,-0.65
IN-2022-31622,21/04/2022,25/04/2022,Standard Class,SS-20590,TEC-MA-10004116,301.89,1,0,3,0.01
IN-2020-82211,05/10/2020,09/10/2020,Standard Class,NG-18430,TEC-MA-10004168,695.28,4,0,201.6,0.29
ID-2020-66503,26/06/2020,03/07/2020,Standard Class,PS-19045,TEC-MA-10004172,1319.6502,6,0.17,-222.7698,-0.17
IN-2021-80202,22/06/2021,28/06/2021,Standard Class,CS-12400,TEC-MA-10004295,327.96,4,0,91.8,0.28
ID-2019-74721,05/05/2019,06/05/2019,First Class,HG-14845,TEC-MA-10004298,41.832,1,0.17,-8.088,-0.19
IN-2021-36963,24/12/2021,26/12/2021,First Class,VG-21805,TEC-MA-10004298,100.8,2,0,0.96,0.01
ID-2021-30544,14/06/2021,16/06/2021,First Class,CL-12700,TEC-MA-10004298,83.664,2,0.17,-16.176,-0.19
IN-2021-15865,24/08/2021,28/08/2021,Standard Class,HG-15025,TEC-MA-10004298,362.88,8,0.1,-36.48,-0.1
IN-2019-27968,09/09/2019,13/09/2019,Standard Class,Dl-13600,TEC-MA-10004298,167.328,4,0.17,-32.352,-0.19
ID-2021-22725,09/01/2021,13/01/2021,Standard Class,RB-19360,TEC-MA-10004298,226.8,5,0.1,-22.8,-0.1
IN-2022-80937,11/11/2022,15/11/2022,Standard Class,PA-19060,TEC-MA-10004303,242.04,2,0,21.78,0.09
IN-2019-54561,11/06/2019,18/06/2019,Standard Class,JM-15535,TEC-MA-10004414,672,8,0,329.28,0.49
IN-2022-45174,14/11/2022,18/11/2022,Standard Class,JL-15235,TEC-MA-10004421,2194.92,7,0,1031.52,0.47
IN-2022-30005,25/11/2022,29/11/2022,Standard Class,ZC-21910,TEC-MA-10004421,1411.02,5,0.1,580.02,0.41
IN-2020-68918,19/10/2020,25/10/2020,Standard Class,MA-17995,TEC-MA-10004421,313.56,1,0,147.36,0.47
IN-2020-72229,28/06/2020,03/07/2020,Second Class,DM-12955,TEC-MA-10004421,846.612,3,0.1,348.012,0.41
IN-2020-19015,20/07/2020,25/07/2020,Standard Class,RD-19930,TEC-MA-10004423,485.73,3,0,189.36,0.39
IN-2022-66349,22/02/2022,28/02/2022,Standard Class,LP-17095,TEC-MA-10004423,364.2975,3,0.25,67.9275,0.19
IN-2020-46259,12/05/2020,16/05/2020,Standard Class,RW-19630,TEC-MA-10004423,1295.28,8,0,504.96,0.39
IN-2020-64221,06/07/2020,08/07/2020,First Class,AO-10810,TEC-MA-10004423,485.73,3,0,189.36,0.39
IN-2022-69121,01/01/2022,05/01/2022,Standard Class,BD-11635,TEC-MA-10004423,671.9265,5,0.17,177.9765,0.26
IN-2019-31020,25/06/2019,30/06/2019,Second Class,TB-21520,TEC-MA-10004423,728.595,5,0.1,234.645,0.32
IN-2022-47799,26/08/2022,30/08/2022,Standard Class,DN-13690,TEC-MA-10004424,254.88,3,0,40.77,0.16
IN-2019-59013,23/08/2019,30/08/2019,Standard Class,DR-12880,TEC-MA-10004424,254.88,3,0,40.77,0.16
IN-2022-27303,31/01/2022,04/02/2022,Standard Class,RA-19885,TEC-MA-10004424,169.92,2,0,27.18,0.16
ID-2020-38503,16/03/2020,16/03/2020,Same Day,EM-13960,TEC-MA-10004424,282.0672,4,0.17,-3.4128,-0.01
IN-2021-55576,22/02/2021,28/02/2021,Standard Class,LS-17230,TEC-MA-10004428,626.184,4,0.1,257.424,0.41
IN-2021-31650,04/05/2021,10/05/2021,Standard Class,RM-19750,TEC-MA-10004428,1154.9616,8,0.17,417.4416,0.36
IN-2020-61918,29/12/2020,03/01/2021,Standard Class,ON-18715,TEC-MA-10004428,347.88,2,0,163.5,0.47
IN-2022-57711,04/11/2022,08/11/2022,Standard Class,CM-11830,TEC-MA-10004428,869.7,5,0,408.75,0.47
ID-2019-58670,07/01/2019,11/01/2019,Standard Class,MS-17365,TEC-MA-10004482,387.5175,3,0.25,25.8075,0.07
IN-2022-14304,18/08/2022,24/08/2022,Standard Class,TD-20995,TEC-MA-10004482,155.007,1,0.1,34.437,0.22
ID-2021-34051,16/05/2021,19/05/2021,Second Class,DC-12850,TEC-MA-10004482,430.575,5,0.5,-172.275,-0.4
ID-2022-74763,04/12/2022,09/12/2022,Standard Class,EJ-14155,TEC-MA-10004502,1790.7582,7,0.17,560.7882,0.31
ID-2020-16257,19/08/2020,26/08/2020,Standard Class,NM-18445,TEC-MA-10004502,1023.2904,4,0.17,320.4504,0.31
